pgx:icdot-C00.9	Lip, NOS	3
pgx:icdot-C01.9	Base of tongue, NOS	110
pgx:icdot-C02.1	Border of tongue	1
pgx:icdot-C02.2	Ventral surface of tongue, NOS	1
pgx:icdot-C02.9	Tongue, NOS	190
pgx:icdot-C03.0	Upper gum	2
pgx:icdot-C03.1	Lower gum	16
pgx:icdot-C03.9	Gum, NOS	10
pgx:icdot-C04.0	Anterior floor of mouth	2
pgx:icdot-C04.9	Floor of mouth, NOS	135
pgx:icdot-C05.0	Hard palate	4
pgx:icdot-C05.9	Palate, NOS	2
pgx:icdot-C06.0	Cheek mucosa	18
pgx:icdot-C06.2	Retromolar area	1
pgx:icdot-C06.9	Mouth, NOS	700
pgx:icdot-C07.9	Parotid gland	52
pgx:icdot-C08.0	Submandibular gland	2
pgx:icdot-C08.9	Major salivary gland, NOS	332
pgx:icdot-C09.9	Tonsil, NOS	83
pgx:icdot-C10.3	Posterior wall of oropharynx	1
pgx:icdot-C10.9	Oropharynx, NOS	843
pgx:icdot-C11.9	Nasopharynx, NOS	369
pgx:icdot-C13	HYPOPHARYNX	4
pgx:icdot-C13.1	Hypopharyngeal aspect of aryepiglottic fold	4
pgx:icdot-C13.9	Hypopharynx, NOS	84
pgx:icdot-C14.0	Pharynx, NOS	86
pgx:icdot-C14.8	Overlapping lesion of lip, oral cavity and pharynx	186
pgx:icdot-C15.1	Thoracic esophagus	2
pgx:icdot-C15.3	Upper third of esophagus	5
pgx:icdot-C15.4	Middle third of esophagus	43
pgx:icdot-C15.5	Lower third of esophagus	123
pgx:icdot-C15.9	Esophagus, NOS	1998
pgx:icdot-C16.0	Cardia, NOS	159
pgx:icdot-C16.1	Fundus of stomach	53
pgx:icdot-C16.2	Body of stomach	101
pgx:icdot-C16.3	Gastric antrum	157
pgx:icdot-C16.5	Lesser curvature of stomach, NOS	1
pgx:icdot-C16.8	Overlapping lesion of stomach	5
pgx:icdot-C16.9	Stomach, NOS	3174
pgx:icdot-C17.0	Duodenum	4
pgx:icdot-C17.1	Jejunum	1
pgx:icdot-C17.9	Small intestine, NOS	338
pgx:icdot-C18.0	Cecum	115
pgx:icdot-C18.1	Appendix	90
pgx:icdot-C18.2	Ascending colon	108
pgx:icdot-C18.3	Hepatic flexure of colon	10
pgx:icdot-C18.4	Transverse colon	24
pgx:icdot-C18.5	Splenic flexure of colon	5
pgx:icdot-C18.6	Descending colon	17
pgx:icdot-C18.7	Sigmoid colon	180
pgx:icdot-C18.9	Colon, NOS	4805
pgx:icdot-C19.9	Rectosigmoid junction	132
pgx:icdot-C20.9	Rectum, NOS	611
pgx:icdot-C21.8	Overlapping lesion of rectum, anus and anal canal	56
pgx:icdot-C22.0	Liver	3384
pgx:icdot-C22.1	Intrahepatic bile duct	381
pgx:icdot-C23.9	Gallbladder	76
pgx:icdot-C24.0	Extrahepatic bile duct	69
pgx:icdot-C24.1	Ampulla of Vater	26
pgx:icdot-C24.9	Biliary tract, NOS	94
pgx:icdot-C25.0	Head of pancreas	140
pgx:icdot-C25.1	Body of pancreas	15
pgx:icdot-C25.2	Tail of pancreas	12
pgx:icdot-C25.3	Pancreatic duct	25
pgx:icdot-C25.8	Overlapping lesion of pancreas	2
pgx:icdot-C25.9	Pancreas, NOS	1493
pgx:icdot-C26.0	Intestinal tract, NOS	3
pgx:icdot-C26.9	Gastrointestinal tract, NOS	41
pgx:icdot-C30.0	Nasal cavity	73
pgx:icdot-C30.1	Middle ear	3
pgx:icdot-C32.1	Supraglottis	1
pgx:icdot-C32.9	Larynx, NOS	312
pgx:icdot-C33.9	Trachea	4
pgx:icdot-C34.0	Main bronchus	3
pgx:icdot-C34.1	Upper lobe, lung	579
pgx:icdot-C34.2	Middle lobe, lung	37
pgx:icdot-C34.3	Lower lobe, lung	355
pgx:icdot-C34.8	Overlapping lesion of lung	12
pgx:icdot-C34.9	Lung, NOS	9501
pgx:icdot-C37.9	Thymus	195
pgx:icdot-C38.0	Heart	3
pgx:icdot-C38.1	Anterior mediastinum	38
pgx:icdot-C38.3	Mediastinum, NOS	203
pgx:icdot-C38.4	Pleura, NOS	584
pgx:icdot-C40.1	Short bones of upper limb and associated joints	8
pgx:icdot-C40.2	Long bones of lower limb and associated joints	3
pgx:icdot-C40.3	Short bones of lower limb and associated joints	1
pgx:icdot-C41.0	Bones of skull and face and associated joints	9
pgx:icdot-C41.1	Mandible	3
pgx:icdot-C41.4	Pelvic bones, sacrum, coccyx and associated joints	2
pgx:icdot-C41.9	Bone, NOS	1185
pgx:icdot-C42.0	Blood	13081
pgx:icdot-C42.1	Bone marrow	15759
pgx:icdot-C42.2	Spleen	637
pgx:icdot-C42.4	Hematopoietic system, NOS	3278
pgx:icdot-C44.2	External ear	1
pgx:icdot-C44.3	Skin of other and unspecified parts of face	1
pgx:icdot-C44.4	Skin of scalp and neck	8
pgx:icdot-C44.5	Skin of trunk	57
pgx:icdot-C44.6	Skin of upper limb and shoulder	23
pgx:icdot-C44.7	Skin of lower limb and hip	21
pgx:icdot-C44.9	Skin, NOS	3426
pgx:icdot-C47.1	Peripheral nerves and autonomic nervous system of upper limb and shoulder	16
pgx:icdot-C47.9	Autonomic nervous system, NOS	1471
pgx:icdot-C48.0	Retroperitoneum	116
pgx:icdot-C48.1	Specified parts of peritoneum	7
pgx:icdot-C48.2	Peritoneum, NOS	23
pgx:icdot-C49.0	Connective, subcutaneous and other soft tissues of head, face, and neck	11
pgx:icdot-C49.1	Connective, subcutaneous and other soft tissues of upper limb and shoulder	18
pgx:icdot-C49.2	Connective, subcutaneous and other soft tissues of lower limb and hip	77
pgx:icdot-C49.3	Connective, subcutaneous and other soft tissues of thorax	32
pgx:icdot-C49.4	Connective, subcutaneous and other soft tissues of abdomen	18
pgx:icdot-C49.5	Connective, subcutaneous and other soft tissues of pelvis	17
pgx:icdot-C49.6	Connective, subcutaneous and other soft tissues of trunk NOS	23
pgx:icdot-C49.8	Overlapping lesion of connective, subcutaneous and other soft tissues	1
pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	2511
pgx:icdot-C50.2	Upper-inner quadrant of breast	2
pgx:icdot-C50.3	Lower-inner quadrant of breast	3
pgx:icdot-C50.4	Upper-outer quadrant of breast	3
pgx:icdot-C50.5	Lower-outer quadrant of breast	1
pgx:icdot-C50.8	Overlapping lesion of breast	2
pgx:icdot-C50.9	Breast, NOS	15942
