pgx:icdom-80000	Neoplasm, benign	5
pgx:icdom-80001	Neoplasm, uncertain whether benign or malignant	11
pgx:icdom-80003	Neoplasm, malignant	127
pgx:icdom-80050	Clear cell tumor, NOS	299
pgx:icdom-80102	Carcinoma in situ, NOS	11
pgx:icdom-80103	Carcinoma, NOS	4382
pgx:icdom-80106	Carcinoma, metastatic, NOS	190
pgx:icdom-80123	Large cell carcinoma, NOS	138
pgx:icdom-80133	Large cell neuroendocrine carcinoma	128
pgx:icdom-80203	Carcinoma, undifferentiated, NOS	31
pgx:icdom-80213	Carcinoma, anaplastic, NOS	117
pgx:icdom-80223	Pleomorphic carcinoma	24
pgx:icdom-80313	Giant cell carcinoma	10
pgx:icdom-80323	Spindle cell carcinoma, NOS	4
pgx:icdom-80333	Pseudosarcomatous carcinoma	11
pgx:icdom-80413	Small cell carcinoma, NOS	578
pgx:icdom-80453	Combined small cell carcinoma	1
pgx:icdom-80463	Non-small cell carcinoma	2217
pgx:icdom-80500	Papilloma, NOS	10
pgx:icdom-80503	Papillary carcinoma, NOS	3
pgx:icdom-80520	Squamous cell papilloma, NOS	132
pgx:icdom-80523	Papillary squamous cell carcinoma	6
pgx:icdom-80702	Squamous cell carcinoma in situ, NOS	39
pgx:icdom-80703	Squamous cell carcinoma, NOS	6429
pgx:icdom-80706	Squamous cell carcinoma, metastatic, NOS	15
pgx:icdom-80713	Squamous cell carcinoma, keratinizing, NOS	103
pgx:icdom-80723	Squamous cell carcinoma, large cell, nonkeratinizing, NOS	158
pgx:icdom-80733	Squamous cell carcinoma, small cell, nonkeratinizing	1
pgx:icdom-80743	Squamous cell carcinoma, spindle cell	1
pgx:icdom-80753	Squamous cell carcinoma, adenoid	4
pgx:icdom-80770	Squamous intraepithelial neoplasia, low grade	112
pgx:icdom-80772	Squamous intraepithelial neoplasia, high grade	266
pgx:icdom-80823	Lymphoepithelial carcinoma	201
pgx:icdom-80833	Basaloid squamous cell carcinoma	25
pgx:icdom-80903	Basal cell carcinoma, NOS	29
pgx:icdom-81202	Transitional cell carcinoma in situ	10
pgx:icdom-81203	Transitional cell carcinoma, NOS	1381
pgx:icdom-81233	Basaloid carcinoma	2
pgx:icdom-81301	Papillary transitional cell neoplasm of low malignant potential	39
pgx:icdom-81302	Papillary transitional cell carcinoma, non-invasive	56
pgx:icdom-81303	Papillary transitional cell carcinoma	74
pgx:icdom-81400	Adenoma, NOS	473
pgx:icdom-81401	Atypical adenoma	141
pgx:icdom-81402	Adenocarcinoma in situ, NOS	31
pgx:icdom-81403	Adenocarcinoma, NOS	18717
pgx:icdom-81443	Adenocarcinoma, intestinal type	331
pgx:icdom-81453	Carcinoma, diffuse type	106
pgx:icdom-81482	Glandular intraepithelial neoplasia, high grade	34
pgx:icdom-81501	Pancreatic endocrine tumor, NOS	83
pgx:icdom-81503	Pancreatic endocrine tumor, malignant	18
pgx:icdom-81510	Insulinoma, NOS	27
pgx:icdom-81513	Insulinoma, malignant	8
pgx:icdom-81521	Glucagonoma, NOS	5
pgx:icdom-81523	Glucagonoma, malignant	8
pgx:icdom-81531	Gastrinoma, NOS	3
pgx:icdom-81533	Gastrinoma, malignant	5
pgx:icdom-81553	Vipoma, malignant	8
pgx:icdom-81561	Somatostatinoma, NOS	2
pgx:icdom-81563	Somatostatinoma, malignant	1
pgx:icdom-81603	Cholangiocarcinoma	578
pgx:icdom-81623	Klatskin tumor	2
pgx:icdom-81700	Liver cell adenoma	160
pgx:icdom-81703	Hepatocellular carcinoma, NOS	2023
pgx:icdom-81713	Hepatocellular carcinoma, fibrolamellar	31
pgx:icdom-81733	Hepatocellular carcinoma, spindle cell variant	1
pgx:icdom-81743	Hepatocellular carcinoma, clear cell type	4
pgx:icdom-81803	Combined hepatocellular carcinoma and cholangiocarcinoma	14
pgx:icdom-82003	Adenoid cystic carcinoma	289
pgx:icdom-82013	Cribriform carcinoma, NOS	10
pgx:icdom-82110	Tubular adenoma, NOS	2
pgx:icdom-82113	Tubular adenocarcinoma	115
pgx:icdom-82203	Adenocarcinoma in adenomatous polyposis coli	1
pgx:icdom-82303	Solid carcinoma, NOS	5
pgx:icdom-82403	Carcinoid tumor, NOS	164
pgx:icdom-82433	Goblet cell carcinoid	8
pgx:icdom-82463	Neuroendocrine carcinoma, NOS	207
pgx:icdom-82473	Merkel cell carcinoma	171
pgx:icdom-82493	Atypical carcinoid tumor	19
pgx:icdom-82503	Bronchiolo-alveolar adenocarcinoma, NOS	44
pgx:icdom-82513	Alveolar adenocarcinoma	10
pgx:icdom-82523	Bronchiolo-alveolar carcinoma, non- mucinous	19
pgx:icdom-82533	Bronchiolo-alveolar carcinoma, mucinous	5
pgx:icdom-82543	Bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous	20
pgx:icdom-82553	Adenocarcinoma with mixed subtypes	119
pgx:icdom-82600	Papillary adenoma, NOS	4
pgx:icdom-82603	Papillary adenocarcinoma, NOS	1013
pgx:icdom-82630	Tubulovillous adenoma, NOS	3
pgx:icdom-82633	Adenocarcinoma in tubulovillous adenoma	8
pgx:icdom-82703	Chromophobe carcinoma	33
pgx:icdom-82710	Prolactinoma	13
pgx:icdom-82720	Pituitary adenoma, NOS	48
pgx:icdom-82723	Pituitary carcinoma, NOS	17
pgx:icdom-82900	Oxyphilic adenoma	108
pgx:icdom-82903	Oxyphilic adenocarcinoma	43
pgx:icdom-83103	Clear cell adenocarcinoma, NOS	1445
pgx:icdom-83123	Renal cell carcinoma, NOS	837
pgx:icdom-83173	Renal cell carcinoma, chromophobe type	112
pgx:icdom-83183	Renal cell carcinoma, sarcomatoid	4
