UBERON:0000000	processual entity	0	1
UBERON:0000104	life cycle	1	2
UBERON:0000105	life cycle stage	1	3
UBERON:0000066	fully formed stage	2	4
UBERON:0000068	embryo stage	2	5
UBERON:0000069	larval stage	2	6
UBERON:0004728	amphibian larval stage	3	7
UBERON:0009849	tadpole stage	4	8
UBERON:0004729	nematode larval stage	3	9
UBERON:0004730	instar larval stage	3	10
UBERON:8000000	first instar larva stage	4	11
UBERON:8000001	second instar larva stage	4	12
UBERON:8000002	third instar larva stage	4	13
UBERON:8000003	fourth instar larva stage	4	14
UBERON:0008264	echinopluteus larval stage	3	15
UBERON:0014405	nymph stage	3	16
UBERON:0014864	caterpillar stage	3	17
UBERON:0018378	crustacean larval stage	3	18
UBERON:0000070	pupal stage	2	19
UBERON:0000071	death stage	2	20
UBERON:0000092	post-embryonic stage	2	21
UBERON:0000106	zygote stage	2	22
UBERON:0000107	cleavage stage	2	23
UBERON:0000108	blastula stage	2	24
UBERON:0000109	gastrula stage	2	25
UBERON:0000110	neurula stage	2	26
UBERON:0000111	organogenesis stage	2	27
UBERON:0000112	sexually immature stage	2	28
UBERON:0000113	post-juvenile adult stage	2	29
UBERON:0004707	pharyngula stage	2	30
UBERON:0007220	late embryonic stage	2	31
UBERON:0007221	neonate stage	2	32
UBERON:0007222	late adult stage	2	33
UBERON:0007232	2 cell stage	2	34
UBERON:0007233	4 cell stage	2	35
UBERON:0007236	8 cell stage	2	36
UBERON:0012101	perinatal stage	2	37
UBERON:0014406	nauplius stage	2	38
UBERON:0014856	cysticercus stage	2	39
UBERON:0014857	zoea stage	2	40
UBERON:0014858	crustacean post-larval stage	2	41
UBERON:0014859	megalopa stage	3	42
UBERON:0014860	copepodite stage	2	43
UBERON:0014861	glaucothoe stage	2	44
UBERON:0014862	trochophore stage	2	45
UBERON:0014863	veliger stage	2	46
UBERON:0018241	prime adult stage	2	47
UBERON:0018685	nursing stage	2	48
UBERON:0034919	juvenile stage	2	49
UBERON:0034920	infant stage	2	50
UBERON:8200002	copepodite stage 1	2	51
UBERON:8200003	copepodite stage 2	2	52
UBERON:8200004	copepodite stage 3	2	53
UBERON:8200005	copepodite stage 4	2	54
UBERON:8200006	copepodite stage 5	2	55
UBERON:8200007	copepodite stage 6	2	56
UBERON:0035943	life cycle temporal boundary	1	57
UBERON:0035944	life-death temporal boundary	2	58
UBERON:0035945	start of life cycle	2	59
UBERON:0035946	start of neonate stage	2	60
UBERON:0001062	anatomical entity	0	61
UBERON:0000465	material anatomical entity	1	62
UBERON:0000061	anatomical structure	2	63
UBERON:0000045	ganglion	3	64
UBERON:0000044	dorsal root ganglion	4	65
UBERON:0002834	cervical dorsal root ganglion	5	66
UBERON:0002838	first cervical dorsal root ganglion	6	67
UBERON:0002839	second cervical dorsal root ganglion	6	68
UBERON:0002840	third cervical dorsal root ganglion	6	69
UBERON:0002841	fourth cervical dorsal root ganglion	6	70
UBERON:0002842	fifth cervical dorsal root ganglion	6	71
UBERON:0002843	seventh cervical dorsal root ganglion	6	72
UBERON:0002844	eighth cervical dorsal root ganglion	6	73
UBERON:0007711	sixth cervical dorsal root ganglion	6	74
UBERON:0002835	thoracic dorsal root ganglion	5	75
UBERON:0002845	first thoracic dorsal root ganglion	6	76
UBERON:0002846	second thoracic dorsal root ganglion	6	77
UBERON:0002847	third thoracic dorsal root ganglion	6	78
UBERON:0002848	fifth thoracic dorsal root ganglion	6	79
UBERON:0002849	sixth thoracic dorsal root ganglion	6	80
UBERON:0002850	seventh thoracic dorsal root ganglion	6	81
UBERON:0002851	eighth thoracic dorsal root ganglion	6	82
UBERON:0002852	ninth thoracic dorsal root ganglion	6	83
UBERON:0002853	tenth thoracic dorsal root ganglion	6	84
