sample  chro  start stop  mean  probes
GSM276857	1	911484	70249410	0.0649	1031
GSM276857	1	70342585	70482327	1.0774	5
GSM276857	1	70483105	227040336	-0.0163	3231
GSM276857	1	227056783	227155097	-0.6500	9
GSM276857	1	227212352	248655165	0.0438	386
GSM276857	2	110819	150631837	-0.0027	3259
GSM276857	2	150631882	150640010	-0.7616	7
GSM276857	2	150640270	173739201	-0.0350	616
GSM276857	2	173871859	173982965	0.7353	5
GSM276857	2	174104343	198101533	-0.0926	558
GSM276857	2	198183414	198547740	0.4198	8
GSM276857	2	198580230	240942225	0.0041	818
GSM276857	3	119131	197336437	-0.0181	3863
GSM276857	4	415163	66629716	-0.0134	1376
GSM276857	4	66634930	66950161	-0.5046	17
GSM276857	4	67042887	189795030	-0.0349	2834
GSM276857	5	207389	122091535	-0.0079	2765
GSM276857	5	122106566	122199444	-0.6876	7
GSM276857	5	122199809	180644249	0.0199	1369
GSM276857	6	205610	170543473	-0.0182	4094
GSM276857	7	1494152	20598098	-0.0809	669
GSM276857	7	20701544	20988474	0.4720	11
GSM276857	7	20992127	159262480	-0.0096	2929
GSM276857	8	240568	69694927	0.0053	1671
GSM276857	8	69812676	70058383	0.7373	6
GSM276857	8	70093676	142824280	-0.0251	1745
GSM276857	9	249391	32017243	-0.0347	1137
GSM276857	9	32018102	32121630	-0.6837	7
GSM276857	9	32161994	135827810	0.0001	1292
GSM276857	10	223755	2351737	0.0901	33
GSM276857	10	2400053	2403369	-0.7802	5
GSM276857	10	2424519	133526341	0.0208	2910
GSM276857	11	1961088	134707739	-0.0135	2892
GSM276857	12	114256	71562233	0.0036	1468
GSM276857	12	71566753	71593180	0.7612	5
GSM276857	12	71641830	132924025	-0.0040	1211
GSM276857	13	18848939	114267888	-0.0309	2555
GSM276857	14	19747289	106832764	-0.0026	2081
GSM276857	15	21312126	22199721	-0.6076	5
GSM276857	15	22869663	101824457	0.0201	1582
GSM276857	16	215160	89774300	0.0640	1238
GSM276857	17	601219	82630699	0.0690	968
GSM276857	18	159885	80087573	-0.0175	1835
GSM276857	19	390341	58234565	0.1674	363
GSM276857	20	167044	64240906	0.0340	1100
GSM276857	21	13198753	18839710	-0.0712	196
GSM276857	21	18839836	18841604	-0.8780	5
GSM276857	21	18842097	46680243	-0.0098	822
GSM276857	22	15438402	50242600	0.1506	326
GSM276857	23	1698590	155616443	-0.1495	1203
GSM276856	1	911484	70342585	-0.0820	1032
GSM276856	1	70424820	70636678	1.2474	7
GSM276856	1	70648419	248015727	-0.1102	3619
GSM276856	1	248436750	248655165	0.6968	4
GSM276856	2	110819	240942225	-0.1204	5271
GSM276856	3	119131	73981757	-0.1176	1675
GSM276856	3	74016863	74295205	-0.8301	6
GSM276856	3	74329801	197336437	-0.1141	2182
GSM276856	4	415163	189795030	0.4995	4227
GSM276856	5	207389	180644249	-0.1096	4141
GSM276856	6	205610	170543473	-0.1143	4094
GSM276856	7	1494152	62616585	0.2031	1565
GSM276856	7	62617754	159262480	0.4972	2044
GSM276856	8	240568	123700459	-0.1140	2994
GSM276856	8	123732399	123821071	-1.0746	5
GSM276856	8	123932940	142824280	-0.1112	423
GSM276856	9	249391	135827810	-0.1116	2436
GSM276856	10	223755	2351737	-0.0996	33
GSM276856	10	2400053	2403369	-0.7594	5
GSM276856	10	2424519	55811047	-0.1039	1145
GSM276856	10	55824167	55963006	-0.9051	6
GSM276856	10	56007409	89013737	-0.1441	818
GSM276856	10	89015015	89186051	-1.1215	5
GSM276856	10	89221804	133526341	-0.0872	936
GSM276856	11	1961088	59306310	-0.1202	1263
GSM276856	11	59591103	66505505	-0.4678	79
GSM276856	11	67572478	134707739	-0.1138	1550
GSM276856	12	114256	132924025	0.4948	2684
GSM276856	13	18848939	114267888	-0.1240	2555
GSM276856	14	19747289	106832764	-0.1037	2081
GSM276856	15	21312126	22869665	-0.7310	6
GSM276856	15	22868649	101824457	-0.0912	1581
GSM276856	16	215160	89774300	0.2881	1238
GSM276856	17	601219	82630699	-0.0905	968
GSM276856	18	159885	80087573	-0.1250	1835
GSM276856	19	390341	58234565	-0.0231	363
GSM276856	20	167044	15086761	-0.1061	367
GSM276856	20	15111948	15410273	-0.4460	16
GSM276856	20	15427231	64240906	-0.0902	717
GSM276856	21	13198753	46680243	-0.1340	1023
GSM276856	22	15438402	50242600	0.5336	326
GSM276856	23	1698590	88072794	0.3173	618
GSM276856	23	88637733	94475540	-0.2703	32
GSM276856	23	94612487	155616443	0.2998	553
GSM276859	1	911484	70142449	0.0641	1029
GSM276859	1	70239632	70425085	1.1210	5
GSM276859	1	70472875	248655165	-0.0186	3628
GSM276859	2	110819	142342992	-0.0059	3098
GSM276859	2	142559591	142576472	-1.0649	5
GSM276859	2	142607358	240942225	-0.0443	2168
GSM276859	3	119131	197336437	-0.0160	3863
GSM276859	4	415163	189795030	-0.0372	4227
GSM276859	5	207389	134161558	-0.0191	3068
GSM276859	5	134191568	135307426	0.5180	18
GSM276859	5	135508899	180644249	0.0195	1055
GSM276859	6	205610	170543473	-0.0182	4094
GSM276859	7	1494152	70652268	-0.0290	1646
GSM276859	7	70672495	76294675	0.4734	28
GSM276859	7	76910324	159262480	-0.0393	1935
GSM276859	8	240568	142824280	0.0030	3422
GSM276859	9	249391	32018102	-0.0355	1138
GSM276859	9	32029307	32121630	-0.8980	6
GSM276859	9	32161994	135827810	0.0167	1292
GSM276859	10	223755	133526341	0.0117	2948
GSM276859	11	1961088	134707739	-0.0150	2892
GSM276859	12	114256	132924025	0.0025	2684
GSM276859	13	18848939	114267888	-0.0334	2555
GSM276859	14	19747289	106832764	0.0046	2081
GSM276859	15	21312126	101824457	0.0170	1587
GSM276859	16	215160	13625660	0.1017	221
GSM276859	16	13642055	13802376	-0.5688	6
GSM276859	16	13839606	89774300	0.0681	1011
GSM276859	17	601219	82630699	0.0741	968
GSM276859	18	159885	80087573	-0.0222	1835
GSM276859	19	390341	58234565	0.1528	363
GSM276859	20	167044	64240906	0.0361	1100
GSM276859	21	13198753	46680243	-0.0365	1023
GSM276859	22	15438402	49217083	0.1484	317
GSM276859	22	49217214	50242600	-0.2083	9
GSM276859	23	1698590	155616443	-0.1924	1203
GSM276858	1	911484	15400295	0.2013	131
GSM276858	1	15515247	33247529	-0.4618	143
GSM276858	1	33515418	70142449	0.1718	755
GSM276858	1	70239632	70425085	3.3103	5
GSM276858	1	70472875	186230509	0.1373	2335
GSM276858	1	186268900	186488069	-0.3848	14
GSM276858	1	186752981	231382108	0.0525	960
GSM276858	1	231401381	231408034	-0.6341	8
GSM276858	1	231425284	248655165	0.1244	311
GSM276858	2	110819	54916966	0.1188	1430
GSM276858	2	54917798	55355548	0.6632	13
GSM276858	2	55358489	124240952	0.0953	1240
GSM276858	2	124256744	124279483	-0.4538	9
GSM276858	2	124282253	141230829	0.0780	361
GSM276858	2	141231139	142574652	-0.3818	49
GSM276858	2	142576472	240942225	0.0563	2169
GSM276858	3	119131	197336437	0.1385	3863
GSM276858	4	415163	180187357	0.1368	4067
GSM276858	4	180237227	181364062	-0.2884	32
GSM276858	4	181365382	189795030	0.1834	128
GSM276858	5	207389	180644249	0.1449	4141
