NCIT:C3341	Precancerous Condition	0	369094
NCIT:C2917	Carcinoma In Situ	1	369095
NCIT:C132783	Stage 0 Major Salivary Gland Cancer AJCC v8	2	369096
NCIT:C139534	Anatomic Stage 0 Breast Cancer AJCC v8	2	369097
NCIT:C2924	Breast Ductal Carcinoma In Situ	3	369098
NCIT:C176005	Breast Ductal Carcinoma In Situ, Comedo Type	4	369099
NCIT:C203339	Recurrent Breast Ductal Carcinoma In Situ	4	369100
NCIT:C4190	Breast Papillary Ductal Carcinoma In Situ	4	369101
NCIT:C176011	Breast Solid Papillary Carcinoma In Situ	5	369102
NCIT:C5139	Breast Micropapillary Ductal Carcinoma In Situ	5	369103
NCIT:C5137	Breast Ductal Carcinoma In Situ, Non-Comedo Type	4	369104
NCIT:C5138	Breast Ductal Carcinoma In Situ, Cribriform Pattern	4	369105
NCIT:C66933	Breast Ductal Carcinoma In Situ, Solid Type	4	369106
NCIT:C7949	Breast Ductal Carcinoma In Situ, High Grade	4	369107
NCIT:C9456	Breast Ductal Carcinoma In Situ, Intermediate Grade	4	369108
NCIT:C9457	Breast Ductal Carcinoma In Situ, Low Grade	4	369109
NCIT:C139555	Prognostic Stage 0 Breast Cancer AJCC v8	2	369110
NCIT:C140361	Stage 0is Renal Pelvis and Ureter Cancer AJCC v8	2	369111
NCIT:C140362	Stage 0is Renal Pelvis Cancer AJCC v8	3	369112
NCIT:C140363	Stage 0is Ureter Cancer AJCC v8	3	369113
NCIT:C140459	Stage 0is Urethral Cancer AJCC v8	2	369114
NCIT:C27093	Stage 0 Squamous Cell Carcinoma	2	369115
NCIT:C133255	Stage 0 Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8	3	369116
NCIT:C133447	Clinical Stage 0 Esophageal Squamous Cell Carcinoma AJCC v8	3	369117
NCIT:C133519	Pathologic Stage 0 Esophageal Squamous Cell Carcinoma AJCC v8	3	369118
NCIT:C136719	Lung Squamous Cell Carcinoma In Situ	3	369119
NCIT:C8763	Stage 0 Lung Squamous Cell Carcinoma AJCC v6 and v7	4	369120
NCIT:C157575	Anal Intraepithelial Neoplasia 3	3	369121
NCIT:C212849	Conjunctival Squamous Cell Carcinoma In Situ	3	369122
NCIT:C27790	Penile Carcinoma In Situ	3	369123
NCIT:C28292	Squamous Cell Carcinoma In Situ of the Nipple	3	369124
NCIT:C2906	Skin Squamous Cell Carcinoma In Situ	3	369125
NCIT:C62571	Bowen Disease of the Skin	4	369126
NCIT:C3639	Tracheal Carcinoma In Situ	3	369127
NCIT:C5023	Stage 0 Esophageal Squamous Cell Carcinoma AJCC v7	3	369128
NCIT:C6052	Stage 0 Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7	3	369129
NCIT:C6121	Stage 0 Laryngeal Squamous Cell Carcinoma AJCC v6, v7, and v8	3	369130
NCIT:C4592	Stage 0 Epiglottic Carcinoma AJCC v6, v7, and v8	4	369131
NCIT:C6128	Stage 0 Laryngeal Verrucous Carcinoma AJCC v6, v7, and v8	4	369132
NCIT:C7347	Cervical Squamous Cell Carcinoma In Situ	3	369133
NCIT:C8903	Stage 0 Bladder Squamous Cell Carcinoma AJCC v6 and v7	3	369134
NCIT:C27467	Stage 0 Lung Cancer AJCC v6 and v7	2	369135
NCIT:C9104	Stage 0 Lung Non-Small Cell Cancer AJCC v6 and v7	3	369136
NCIT:C35758	Stage 0 Lung Large Cell Carcinoma AJCC v6 and v7	4	369137
NCIT:C8748	Stage 0 Lung Adenosquamous Carcinoma AJCC v6 and v7	4	369138
NCIT:C8758	Stage 0 Lung Adenocarcinoma AJCC v6 and v7	4	369139
NCIT:C35180	Digestive System Carcinoma In Situ	2	369140
NCIT:C133402	Clinical Stage 0 Esophageal Adenocarcinoma AJCC v8	3	369141
NCIT:C133413	Pathologic Stage 0 Esophageal Adenocarcinoma AJCC v8	3	369142
NCIT:C133447	Clinical Stage 0 Esophageal Squamous Cell Carcinoma AJCC v8	3	369143
NCIT:C133519	Pathologic Stage 0 Esophageal Squamous Cell Carcinoma AJCC v8	3	369144
NCIT:C133550	Clinical Stage 0 Gastroesophageal Junction Adenocarcinoma AJCC v8	3	369145
NCIT:C133564	Pathologic Stage 0 Gastroesophageal Junction Adenocarcinoma AJCC v8	3	369146
NCIT:C133647	Clinical Stage 0 Gastric Cancer AJCC v8	3	369147
NCIT:C133654	Pathologic Stage 0 Gastric Cancer AJCC v8	3	369148
NCIT:C133795	Stage 0 Anal Cancer AJCC v8	3	369149
NCIT:C157575	Anal Intraepithelial Neoplasia 3	4	369150
NCIT:C133894	Stage 0 Small Intestinal Adenocarcinoma AJCC v8	3	369151
