NCIT:C3113	Hyperplasia	0	370515
NCIT:C102532	Lymphoid Hyperplasia	1	370516
NCIT:C97078	Reactive Lymphoid Hyperplasia	2	370517
NCIT:C175429	Conjunctival Reactive Lymphoid Hyperplasia	3	370518
NCIT:C175478	Lacrimal Gland Reactive Lymphoid Hyperplasia	3	370519
NCIT:C181909	Cervical Florid Reactive Lymphoid Hyperplasia	3	370520
NCIT:C97084	Lymph Node Follicular Hyperplasia	3	370521
NCIT:C120169	Neuroendocrine Cell Hyperplasia of Infancy	1	370522
NCIT:C127935	Cervical Mesonephric Remnants and Hyperplasia	1	370523
NCIT:C154222	Pituitary Hyperplasia	1	370524
NCIT:C157458	Islet Glucagon Cell Hyperplasia	1	370525
NCIT:C165504	Reserve Cell Hyperplasia	1	370526
NCIT:C173662	Intercalated Duct Hyperplasia	1	370527
NCIT:C173663	Nodular Oncocytic Hyperplasia	1	370528
NCIT:C174407	Conjunctival Reactive Epithelial Hyperplasia	1	370529
NCIT:C174408	Conjunctival Pseudoglandular Hyperplasia	2	370530
NCIT:C174409	Conjunctival Pseudoepitheliomatous Hyperplasia	2	370531
NCIT:C174549	Reactive Hyperplasia of the Retinal Pigment Epithelium	1	370532
NCIT:C174556	Reactive Epithelial Hyperplasia of the Ciliary Body	1	370533
NCIT:C179551	Ovarian Leydig Cell Hyperplasia	1	370534
NCIT:C26458	Intraductal Hyperplasia	1	370535
NCIT:C9492	Breast Ductal Hyperplasia	2	370536
NCIT:C27941	Breast Usual Ductal Hyperplasia	3	370537
NCIT:C40387	Breast Intraductal Myoepitheliosis	3	370538
NCIT:C5200	Breast Papillary Ductal Hyperplasia	3	370539
NCIT:C8436	Breast Atypical Ductal Hyperplasia	3	370540
NCIT:C27152	Sebaceous Hyperplasia	1	370541
NCIT:C27952	Senile Sebaceous Hyperplasia	2	370542
NCIT:C27877	Urothelial Hyperplasia	1	370543
NCIT:C27878	Flat Urothelial Hyperplasia	2	370544
NCIT:C27879	Papillary Urothelial Hyperplasia	2	370545
NCIT:C2897	Benign Prostatic Hyperplasia	1	370546
NCIT:C5593	Prostatic Basal Cell Hyperplasia	2	370547
NCIT:C5594	Prostatic Clear Cell Cribriform Hyperplasia	2	370548
NCIT:C63796	Verumontanum Mucosal Gland Hyperplasia	2	370549
NCIT:C63929	Utricle-Associated Mucosal Gland Hyperplasia	2	370550
NCIT:C2905	Bone Marrow Hyperplasia	1	370551
NCIT:C34977	Reticuloendothelial Hyperplasia	1	370552
NCIT:C35408	Adrenal Hyperplasia	1	370553
NCIT:C3506	Adrenal Cortical Hyperplasia	2	370554
NCIT:C35838	Adrenal Medullary Hyperplasia	2	370555
NCIT:C35826	Foveolar Hyperplasia	1	370556
NCIT:C35840	Intraepithelial Melanocytic Hyperplasia	1	370557
NCIT:C35845	Basal Cell Hyperplasia	1	370558
NCIT:C5593	Prostatic Basal Cell Hyperplasia	2	370559
NCIT:C95609	Esophageal Basal Cell Hyperplasia	2	370560
NCIT:C35855	Squamous Hyperplasia	1	370561
NCIT:C173474	Oral Multifocal Epithelial Hyperplasia	2	370562
NCIT:C35856	Mesonephric Hyperplasia	1	370563
NCIT:C35857	Stromal Hyperplasia	1	370564
NCIT:C104373	Pseudoangiomatous Stromal Hyperplasia	2	370565
NCIT:C35861	Mesothelial Hyperplasia	1	370566
NCIT:C45667	Atypical Mesothelial Hyperplasia	2	370567
NCIT:C3989	Parathyroid Gland Hyperplasia	1	370568
NCIT:C188027	Primary Parathyroid Gland Hyperplasia	2	370569
NCIT:C188028	Secondary Parathyroid Gland Hyperplasia	2	370570
NCIT:C188029	Tertiary Parathyroid Gland Hyperplasia	2	370571
NCIT:C6032	Parathyroid Chief Cell Hyperplasia	2	370572
NCIT:C6033	Parathyroid Clear Cell Hyperplasia	2	370573
NCIT:C4559	Adenomatous Hyperplasia of the Ciliary Body	1	370574
NCIT:C46100	C-Cell Hyperplasia	1	370575
NCIT:C35407	Diffuse C-Cell Hyperplasia	2	370576
NCIT:C46101	Neoplastic C-Cell Hyperplasia	2	370577
NCIT:C46102	Reactive C-Cell Hyperplasia	2	370578
NCIT:C4804	Breast Hyperplasia	1	370579
NCIT:C5195	Breast Atypical Hyperplasia	2	370580
NCIT:C40386	Breast Atypical Myoepitheliosis	3	370581
NCIT:C4730	Breast Atypical Lobular Hyperplasia	3	370582
NCIT:C54184	Breast Columnar Cell Hyperplasia with Atypia	3	370583
NCIT:C8436	Breast Atypical Ductal Hyperplasia	3	370584
NCIT:C54183	Breast Columnar Cell Hyperplasia	2	370585
NCIT:C54184	Breast Columnar Cell Hyperplasia with Atypia	3	370586
NCIT:C9492	Breast Ductal Hyperplasia	2	370587
NCIT:C27941	Breast Usual Ductal Hyperplasia	3	370588
NCIT:C40387	Breast Intraductal Myoepitheliosis	3	370589
NCIT:C5200	Breast Papillary Ductal Hyperplasia	3	370590
NCIT:C8436	Breast Atypical Ductal Hyperplasia	3	370591
NCIT:C53296	Epidermal Hyperplasia	1	370592
NCIT:C97115	Pseudoepitheliomatous Hyperplasia	2	370593
NCIT:C82995	Glandular Hyperplasia	1	370594
NCIT:C126461	Tubal Hyperplasia	2	370595
NCIT:C127931	Cervical Microglandular Hyperplasia	2	370596
NCIT:C127932	Lobular Endocervical Glandular Hyperplasia	2	370597
NCIT:C127933	Diffuse Laminar Endocervical Hyperplasia	2	370598
NCIT:C128241	Bartholin Gland Hyperplasia	2	370599
NCIT:C135565	Brunner's Gland Hyperplasia	2	370600
NCIT:C3013	Endometrial Hyperplasia	2	370601
NCIT:C27789	Endometrial Atypical Hyperplasia/Endometrioid Intraepithelial Neoplasia	3	370602
NCIT:C40157	Endometrial Hyperplasia without Atypia	3	370603
NCIT:C34519	Cystic Endometrial Hyperplasia	4	370604
NCIT:C6992	Simple Endometrial Hyperplasia without Atypia	4	370605
NCIT:C6993	Complex Endometrial Hyperplasia without Atypia	4	370606
NCIT:C8356	Atypical Glandular Hyperplasia	2	370607
NCIT:C5595	Prostatic Atypical Adenomatous Hyperplasia	3	370608
NCIT:C97079	Bronchial Epithelial Hyperplasia	2	370609
NCIT:C8355	Atypical Hyperplasia	1	370610
NCIT:C45667	Atypical Mesothelial Hyperplasia	2	370611
NCIT:C46101	Neoplastic C-Cell Hyperplasia	2	370612
NCIT:C5195	Breast Atypical Hyperplasia	2	370613
NCIT:C40386	Breast Atypical Myoepitheliosis	3	370614
NCIT:C4730	Breast Atypical Lobular Hyperplasia	3	370615
NCIT:C54184	Breast Columnar Cell Hyperplasia with Atypia	3	370616
NCIT:C8436	Breast Atypical Ductal Hyperplasia	3	370617
NCIT:C5665	Atypical Adenomatous Lung Hyperplasia	2	370618
NCIT:C8356	Atypical Glandular Hyperplasia	2	370619
NCIT:C5595	Prostatic Atypical Adenomatous Hyperplasia	3	370620
NCIT:C96346	Circumferential Endothelial Hyperplasia	1	370621
NCIT:C97080	Denture-Induced Fibrous Hyperplasia	1	370622
NCIT:C97081	Diffuse Hyperplasia	1	370623
NCIT:C97082	Drug Induced Gingival Hyperplasia	1	370624
NCIT:C97083	Focal Epithelial Hyperplasia	1	370625
