UBERON:0000000	processual entity	0	1
UBERON:0000104	life cycle	1	2
UBERON:0000105	life cycle stage	1	3
UBERON:0000066	fully formed stage	2	4
UBERON:0000068	embryo stage	2	5
UBERON:0000069	larval stage	2	6
UBERON:0004728	amphibian larval stage	3	7
UBERON:0009849	tadpole stage	4	8
UBERON:0004729	nematode larval stage	3	9
UBERON:0004730	instar larval stage	3	10
UBERON:0008264	echinopluteus larval stage	3	11
UBERON:0014405	nymph stage	3	12
UBERON:0014864	caterpillar stage	3	13
UBERON:0018378	crustacean larval stage	3	14
UBERON:0000070	pupal stage	2	15
UBERON:0000071	death stage	2	16
UBERON:0000092	post-embryonic stage	2	17
UBERON:0000106	zygote stage	2	18
UBERON:0000107	cleavage stage	2	19
UBERON:0000108	blastula stage	2	20
UBERON:0000109	gastrula stage	2	21
UBERON:0000110	neurula stage	2	22
UBERON:0000111	organogenesis stage	2	23
UBERON:0000112	sexually immature stage	2	24
UBERON:0000113	post-juvenile adult stage	2	25
UBERON:0004707	pharyngula stage	2	26
UBERON:0007220	late embryonic stage	2	27
UBERON:0007221	neonate stage	2	28
UBERON:0007222	late adult stage	2	29
UBERON:0007232	2 cell stage	2	30
UBERON:0007233	4 cell stage	2	31
UBERON:0007236	8 cell stage	2	32
UBERON:0012101	perinatal stage	2	33
UBERON:0014406	nauplius stage	2	34
UBERON:0014856	cysticercus stage	2	35
UBERON:0014857	zoea stage	2	36
UBERON:0014858	crustacean post-larval stage	2	37
UBERON:0014859	megalopa stage	3	38
UBERON:0014860	copepodite stage	2	39
UBERON:0014861	glaucothoe stage	2	40
UBERON:0014862	trochophore stage	2	41
UBERON:0014863	veliger stage	2	42
UBERON:0018241	prime adult stage	2	43
UBERON:0018685	nursing stage	2	44
UBERON:0034919	juvenile stage	2	45
UBERON:0034920	infant stage	2	46
UBERON:0035943	life cycle temporal boundary	1	47
UBERON:0035944	life-death temporal boundary	2	48
UBERON:0035945	start of life cycle	2	49
UBERON:0035946	start of neonate stage	2	50
UBERON:0001062	anatomical entity	0	51
UBERON:0000465	material anatomical entity	1	52
UBERON:0000061	anatomical structure	2	53
UBERON:0000345	myelin	3	54
UBERON:0000363	reticuloendothelial system	3	55
UBERON:0014779	liver reticuloendothelial system	4	56
UBERON:0000467	anatomical system	3	57
UBERON:0000949	endocrine system	4	58
UBERON:0000990	reproductive system	4	59
UBERON:0000079	male reproductive system	5	60
UBERON:0000474	female reproductive system	5	61
UBERON:0001004	respiratory system	4	62
UBERON:0005155	open tracheal system	5	63
UBERON:0001007	digestive system	4	64
UBERON:6001842	insect embryonic/larval digestive system	5	65
UBERON:0001008	renal system	4	66
UBERON:0001009	circulatory system	4	67
UBERON:0009054	open circulatory system	5	68
UBERON:0009055	closed circulatory system	5	69
UBERON:0009056	two-pass circulatory system	6	70
UBERON:0009057	one-pass circulatory system	6	71
UBERON:6001664	embryonic/larval circulatory system	5	72
UBERON:0001016	nervous system	4	73
UBERON:6001911	insect embryonic/larval nervous system	5	74
UBERON:6003559	adult nervous system	5	75
UBERON:0001032	sensory system	4	76
UBERON:0002104	visual system	5	77
UBERON:0002105	vestibulo-auditory system	5	78
UBERON:0002540	lateral line system	5	79
UBERON:2001468	anterior lateral line system	6	80
UBERON:2001471	posterior lateral line system	6	81
UBERON:2001872	trunk sensory canal system	6	82
UBERON:2001873	head sensory canal system	6	83
UBERON:2005114	middle lateral line system	6	84
UBERON:0003942	somatic sensory system	5	85
UBERON:0004681	vestibular system	5	86
UBERON:0005726	chemosensory system	5	87
UBERON:0005725	olfactory system	6	88
UBERON:0007037	mechanosensory system	5	89
UBERON:0016490	auditory system	6	90
UBERON:0009954	vomeronasal system	5	91
UBERON:0036255	interoceptive system	5	92
